INPUT	FOUND_BY	DTXSID	PREFERRED_NAME	DTXCID	CASRN	QSAR_READY_SMILES
118-93-4	CAS-RN	DTXSID7040285	2-Hydroxyacetophenone	DTXCID5020285	118-93-4	CC(=O)C1=CC=CC=C1O
4437-85-8	CAS-RN	DTXSID9040342	Butylene carbonate	DTXCID7020342	4437-85-8	CCC1COC(=O)O1
5437-45-6	CAS-RN	DTXSID4040343	Benzyl bromoacetate	DTXCID2020343	5437-45-6	BrCC(=O)OCC1=CC=CC=C1
39300-45-3	CAS-RN	DTXSID3040352	Dinocap	-	39300-45-3	-
163520-33-0	CAS-RN	DTXSID7040360	4,5-dihydro-5,5-diphenyl-1,2-oxazole-3-carboxylic acid, ethyl ester	DTXCID5020360	163520-33-0	CCOC(=O)C1=NOC(C1)(C1=CC=CC=C1)C1=CC=CC=C1
6734-80-1	CAS-RN	DTXSID2040361	Metam-sodium hydrate	DTXCID0020361	6734-80-1	CNC(S)=S
50-65-7	CAS-RN	DTXSID7040362	5-Chloro-N-(2-chloro-4-nitrophenyl)-2-hydroxybenzamide	DTXCID5020362	50-65-7	OC1=C(C=C(Cl)C=C1)C(=O)NC1=CC=C(C=C1Cl)[N+]([O-])=O
83657-24-3	CAS-RN	DTXSID2040363	Diniconazole	DTXCID0020363	83657-24-3	CC(C)(C)C(O)C(=CC1=C(Cl)C=C(Cl)C=C1)N1C=NC=N1
140-56-7	CAS-RN	DTXSID6040371	Fenaminosulf	DTXCID50619	140-56-7	CN(C)C1=CC=C(C=C1)N=NS(O)(=O)=O
133855-98-8	CAS-RN	DTXSID1040372	Epoxiconazole	DTXCID9020372	133855-98-8	FC1=CC=C(C=C1)C1(CN2C=NC=N2)OC1C1=C(Cl)C=CC=C1
66575-29-9	CAS-RN	DTXSID8040484	Colforsin	DTXCID6020484	66575-29-9	CC(=O)OC1C(O)C2C(C)(C)CCC(O)C2(C)C2(O)C(=O)CC(C)(OC12C)C=C
27306-78-1	CAS-RN	DTXSID1040611	Silwet L 77	-	27306-78-1	-
136-60-7	CAS-RN	DTXSID8040694	Butyl benzoate	DTXCID6020694	136-60-7	CCCCOC(=O)C1=CC=CC=C1
2996-92-1	CAS-RN	DTXSID5040700	Trimethoxyphenylsilane	DTXCID3020700	2996-92-1	CO[Si](OC)(OC)C1=CC=CC=C1
77-93-0	CAS-RN	DTXSID0040701	Triethyl citrate	DTXCID8020701	77-93-0	CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC
33228-44-3	CAS-RN	DTXSID0040707	4-Pentylaniline	DTXCID8020707	33228-44-3	CCCCCC1=CC=C(N)C=C1
33228-45-4	CAS-RN	DTXSID5040708	4-Hexylaniline	DTXCID3020708	33228-45-4	CCCCCCC1=CC=C(N)C=C1
107-51-7	CAS-RN	DTXSID9040710	Octamethyltrisiloxane	DTXCID7020710	107-51-7	C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C
87-24-1	CAS-RN	DTXSID4040711	Ethyl 2-methylbenzoate	DTXCID2020711	87-24-1	CCOC(=O)C1=C(C)C=CC=C1
1034-01-1	CAS-RN	DTXSID4040713	Octyl gallate	DTXCID2020713	1034-01-1	CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1
5349-51-9	CAS-RN	DTXSID9040716	4-(2-Methylbutan-2-yl)cyclohexanol	DTXCID7020716	5349-51-9	CCC(C)(C)C1CCC(O)CC1
92-68-2	CAS-RN	DTXSID8040721	4-Cyclohexylcyclohexanone	DTXCID6020721	92-68-2	O=C1CCC(CC1)C1CCCCC1
2433-14-9	CAS-RN	DTXSID3040722	4-Cyclohexylcyclohexanol	DTXCID1020722	2433-14-9	OC1CCC(CC1)C1CCCCC1
605-45-8	CAS-RN	DTXSID2040731	Diisopropyl phthalate	DTXCID0020731	605-45-8	CC(C)OC(=O)C1=CC=CC=C1C(=O)OC(C)C
124-94-7	CAS-RN	DTXSID1040742	Triamcinolone	DTXCID9020742	124-94-7	CC12CC(O)C3(F)C(CCC4=CC(=O)C=CC34C)C1CC(O)C2(O)C(=O)CO
68-96-2	CAS-RN	DTXSID6040747	17alpha-Hydroxyprogesterone	DTXCID4020747	68-96-2	CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
8000-41-7	CAS-RN	DTXSID8040775	Terpineol	-	8000-41-7	-
654055-01-3	CAS-RN	DTXSID3040776	Morin hydrate	DTXCID1020776	654055-01-3	OC1=CC(O)=C(C=C1)C1OC2=C(C(O)=CC(O)=C2)C(=O)C1=O
121-00-6	CAS-RN	DTXSID7040788	2-tert-Butyl-4-methoxyphenol	DTXCID90215	121-00-6	COC1=CC=C(O)C(=C1)C(C)(C)C
58-56-0	CAS-RN	DTXSID1040792	Pyridoxine hydrochloride	DTXCID4010780	58-56-0	CC1=C(O)C(CO)=C(CO)C=N1
6152-33-6	CAS-RN	DTXSID1040794	Sodium 2-phenylphenate tetrahydrate	DTXCID9020794	6152-33-6	OC1=C(C=CC=C1)C1=CC=CC=C1
7080-50-4	CAS-RN	DTXSID6040795	Chloramine-T trihydrate	DTXCID4020795	7080-50-4	CC1=CC=C(C=C1)S(=O)(=O)NCl
85532-75-8	CAS-RN	DTXSID7041097	1-(2-Chlorophenyl)-N-methyl-N-(1-methylpropyl)-3-isoquinolinecarboxamide	DTXCID5021097	85532-75-8	CCC(C)N(C)C(=O)C1=CC2=C(C=CC=C2)C(=N1)C1=CC=CC=C1Cl
7681-82-5	CAS-RN	DTXSID2041125	Sodium iodide	DTXCID0021125	7681-82-5	-
129298-91-5	CAS-RN	DTXSID0041141	o-(Chloroacetylcarbamoyl)fumagillol	DTXCID00819891	129298-91-5	COC1C(CCC2(CO2)C1C1(C)OC1CC=C(C)C)OC(=O)NC(=O)CCl
18172-67-3	CAS-RN	DTXSID1041184	(-)-beta-Pinene	DTXCID9021184	18172-67-3	CC1(C)C2CC1C(=C)CC2
705-60-2	CAS-RN	DTXSID1041188	(2-Nitro-1-propenyl)benzene	DTXCID70196505	705-60-2	CC(=CC1=CC=CC=C1)[N+]([O-])=O
94-91-7	CAS-RN	DTXSID2041200	N,N'-Disalicylidene-1,2-diaminopropane	DTXCID0021200	94-91-7	CC(CN=CC1=CC=CC=C1O)N=CC1=CC=CC=C1O
58846-77-8	CAS-RN	DTXSID2041208	Decyl beta-D-glucopyranoside	DTXCID0021208	58846-77-8	CCCCCCCCCCOC1OC(CO)C(O)C(O)C1O
99-85-4	CAS-RN	DTXSID6041210	gamma-Terpinene	DTXCID4021210	99-85-4	CC(C)C1=CCC(C)=CC1
717-74-8	CAS-RN	DTXSID4041232	1,3,5-Triisopropylbenzene	DTXCID2021232	717-74-8	CC(C)C1=CC(=CC(=C1)C(C)C)C(C)C
99-86-5	CAS-RN	DTXSID9041237	alpha-Terpinene	DTXCID7021237	99-86-5	CC(C)C1=CC=C(C)CC1
120-46-7	CAS-RN	DTXSID3041247	1,3-Diphenyl-1,3-propanedione	DTXCID1021247	120-46-7	O=C(CC(=O)C1=CC=CC=C1)C1=CC=CC=C1
88-58-4	CAS-RN	DTXSID8041248	2,5-Di-tert-butylbenzene-1,4-diol	DTXCID6021248	88-58-4	CC(C)(C)C1=CC(O)=C(C=C1O)C(C)(C)C
14233-37-5	CAS-RN	DTXSID2041250	1,4-Bis(N-isopropylamino)anthraquinone	DTXCID0021250	14233-37-5	CC(C)NC1=CC=C(NC(C)C)C2=C1C(=O)C1=CC=CC=C1C2=O
128-95-0	CAS-RN	DTXSID2041252	1,4-Diaminoanthraquinone	DTXCID0021252	128-95-0	NC1=CC=C(N)C2=C1C(=O)C1=CC=CC=C1C2=O
2425-77-6	CAS-RN	DTXSID1041265	2-Hexyl-1-decanol	DTXCID9021265	2425-77-6	CCCCCCCCC(CO)CCCCCC
1569-02-4	CAS-RN	DTXSID1041267	1-Ethoxy-2-propanol	DTXCID404283	1569-02-4	CCOCC(C)O
58430-94-7	CAS-RN	DTXSID0041270	3,5,5-Trimethylhexyl acetate	DTXCID8021270	58430-94-7	CC(CCOC(C)=O)CC(C)(C)C
118-47-8	CAS-RN	DTXSID5041273	Pyrazolone T	DTXCID3021273	118-47-8	OC(=O)C1=NN(C(=O)C1)C1=CC=C(C=C1)S(O)(=O)=O
941-69-5	CAS-RN	DTXSID0041274	1-Phenyl-1H-pyrrole-2,5-dione	DTXCID8021274	941-69-5	O=C1C=CC(=O)N1C1=CC=CC=C1
142-18-7	CAS-RN	DTXSID5041275	1-Monolaurin	DTXCID3021275	142-18-7	CCCCCCCCCCCC(=O)OCC(O)CO
4/3/4574	Not CAS Number Format	-	-	-	-	-
120-65-0	CAS-RN	DTXSID3041293	2-((Dimethylamino)methyl)phenol	DTXCID8021199	120-65-0	CN(C)CC1=CC=CC=C1O
695-06-7	CAS-RN	DTXSID8041298	gamma-Caprolactone	DTXCID6021298	695-06-7	CCC1CCC(=O)O1
7011-83-8	CAS-RN	DTXSID3041299	Dihydrojasmone lactone	DTXCID1021299	7011-83-8	CCCCCCC1(C)CCC(=O)O1
68169-03-9	CAS-RN	DTXSID5041302	(Dicyclopentadienyloxy)ethyl methacrylate	DTXCID201473979	68169-03-9	-
131-55-5	CAS-RN	DTXSID5041306	2,2',4,4'-Tetrahydroxybenzophenone	DTXCID3021306	131-55-5	OC1=CC(O)=C(C=C1)C(=O)C1=CC=C(O)C=C1O
533-23-3	CAS-RN	DTXSID1041346	2,4-D-ethyl ester	DTXCID9021346	533-23-3	CCOC(=O)COC1=C(Cl)C=C(Cl)C=C1
3025-30-7	CAS-RN	DTXSID0041357	Ethyl (2E,4Z)-deca-2,4-dienoate	DTXCID8021357	3025-30-7	CCCCCC=CC=CC(=O)OCC
5394-36-5	CAS-RN	DTXSID9041368	5-Ethyl-5-methylhydantoin	DTXCID7021368	5394-36-5	CCC1(C)NC(=O)NC1=O
24602-86-6	CAS-RN	DTXSID3041376	Tridemorph	DTXCID1021376	24602-86-6	CCCCCCCCCCCCCN1CC(C)OC(C)C1
489-01-0	CAS-RN	DTXSID8041379	2,6-Di-tert-butyl-4-methoxyphenol	DTXCID6021379	489-01-0	COC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C
93-08-3	CAS-RN	DTXSID2041389	2'-Acetonaphthone	DTXCID0021389	93-08-3	CC(=O)C1=CC2=CC=CC=C2C=C1
587-65-5	CAS-RN	DTXSID3041409	2-Chloro-N-phenylacetamide	DTXCID1021409	587-65-5	ClCC(=O)NC1=CC=CC=C1
6485-40-1	CAS-RN	DTXSID7041413	R-(-)-Carvone	DTXCID5021413	6485-40-1	CC(=C)C1CC=C(C)C(=O)C1
487-06-9	CAS-RN	DTXSID1041421	5,7-Dimethoxy-2H-chromen-2-one	DTXCID9021421	487-06-9	COC1=CC2=C(C=CC(=O)O2)C(OC)=C1
87-01-4	CAS-RN	DTXSID6041422	7-(Dimethylamino)-4-methylcoumarin	DTXCID4021422	87-01-4	CN(C)C1=CC2=C(C=C1)C(C)=CC(=O)O2
13254-34-7	CAS-RN	DTXSID6041424	2,6-Dimethyl-2-heptanol	DTXCID4021424	13254-34-7	CC(C)CCCC(C)(C)O
6728-26-3	CAS-RN	DTXSID1041425	(2E)-2-Hexenal	DTXCID9021425	6728-26-3	CCCC=CC=O
110-87-2	CAS-RN	DTXSID6041426	3,4-Dihydro-2H-pyran	DTXCID4021426	110-87-2	C1COC=CC1
2445-77-4	CAS-RN	DTXSID4041440	2-Methylbutyl isovalerate	DTXCID2021440	2445-77-4	CCC(C)COC(=O)CC(C)C
532-02-5	CAS-RN	DTXSID4041442	Sodium 2-naphthalenesulfonate	DTXCID2021442	532-02-5	OS(=O)(=O)C1=CC2=C(C=CC=C2)C=C1
107-54-0	CAS-RN	DTXSID6041472	3,5-Dimethyl-1-hexyn-3-ol	DTXCID4021472	107-54-0	CC(C)CC(C)(O)C#C
3681-71-8	CAS-RN	DTXSID0041484	(3Z)-3-Hexenyl acetate	DTXCID8021484	3681-71-8	CCC=CCCOC(C)=O
20780-48-7	CAS-RN	DTXSID5041487	3,7-Dimethyloctan-3-yl acetate	DTXCID3021487	20780-48-7	CCC(C)(CCCC(C)C)OC(C)=O
104-54-1	CAS-RN	DTXSID9041491	3-Phenyl-2-propen-1-ol	DTXCID7021491	104-54-1	OCC=CC1=CC=CC=C1
4468-42-2	CAS-RN	DTXSID4041492	3-Phenylhexane	DTXCID2021492	4468-42-2	CCCC(CC)C1=CC=CC=C1
140-38-5	CAS-RN	DTXSID5041512	4-Chlorophenylurea	DTXCID3021512	140-38-5	NC(=O)NC1=CC=C(Cl)C=C1
21662-09-9	CAS-RN	DTXSID5041514	(4Z)-4-Decenal	DTXCID3021514	21662-09-9	CCCCCC=CCCC=O
11/8/4940	Not CAS Number Format	-	-	-	-	-
123-00-2	CAS-RN	DTXSID4041521	4-Morpholinepropanamine	DTXCID2021521	123-00-2	NCCCN1CCOCC1
139-88-8	CAS-RN	DTXSID3041530	7-Ethyl-2-methyl-4-undecanolsulfate, sodium salt	DTXCID1021530	139-88-8	CCCCC(CC)CCC(CC(C)C)OS(O)(=O)=O
21145-77-7	CAS-RN	DTXSID7041544	7-Acetyl-1,1,3,4,4,6-hexamethyltetraline	DTXCID5021544	21145-77-7	CC1CC(C)(C)C2=C(C=C(C)C(=C2)C(C)=O)C1(C)C
7540-51-4	CAS-RN	DTXSID1041550	(S)-(-)-beta-Citronellol	DTXCID9021550	7540-51-4	CC(CCO)CCC=C(C)C
53219-21-9	CAS-RN	DTXSID6041557	Dihydromyrcenol	-	53219-21-9	-
141-22-0	CAS-RN	DTXSID0041567	(9Z,12R)-12-Hydroxyoctadec-9-enoic acid	DTXCID8021567	141-22-0	CCCCCCC(O)CC=CCCCCCCCC(O)=O
540-18-1	CAS-RN	DTXSID4041604	n-Amyl butyrate	DTXCID2021604	540-18-1	CCCCCOC(=O)CCC
147-81-9	CAS-RN	DTXSID8041610	Arabinose	DTXCID301324371	147-81-9	OCC(O)C(O)C(O)C=O
137-66-6	CAS-RN	DTXSID3041611	Ascorbyl palmitate	DTXCID1021611	137-66-6	CCCCCCCCCCCCCCCC(=O)OCC(O)C1OC(=O)C(=O)C1O
15310-01-7	CAS-RN	DTXSID7041623	Benodanil	DTXCID5021623	15310-01-7	IC1=C(C=CC=C1)C(=O)NC1=CC=CC=C1
93-92-5	CAS-RN	DTXSID6041636	(+/-)-alpha-Methylbenzyl acetate	DTXCID4021636	93-92-5	CC(OC(C)=O)C1=CC=CC=C1
827-21-4	CAS-RN	DTXSID1041639	Sodium m-xylene-4-sulfonate	DTXCID9021639	827-21-4	CC1=CC=C(C(C)=C1)S(O)(=O)=O
609-54-1	CAS-RN	DTXSID5041641	2,5-Dimethylbenzenesulfonic acid	DTXCID3021641	609-54-1	CC1=CC=C(C)C(=C1)S(O)(=O)=O
1008-72-6	CAS-RN	DTXSID5041643	Sodium 2-formylbenzenesulfonate	DTXCID3021643	1008-72-6	OS(=O)(=O)C1=CC=CC=C1C=O
6359-90-6	CAS-RN	DTXSID0041646	C.I. Acid Yellow 34, monosodium salt	DTXCID8021646	6359-90-6	CC1=NN(C(=O)C1N=NC1=CC=CC=C1)C1=CC(=CC=C1Cl)S(O)(=O)=O
4707-47-5	CAS-RN	DTXSID9041653	Methyl 3-methylorsellinate	DTXCID7021653	4707-47-5	COC(=O)C1=C(O)C(C)=C(O)C=C1C
611-20-1	CAS-RN	DTXSID3041661	2-Hydroxybenzonitrile	DTXCID1021661	611-20-1	OC1=C(C=CC=C1)C#N
103-41-3	CAS-RN	DTXSID3041663	Benzyl cinnamate	DTXCID1021663	103-41-3	O=C(OCC1=CC=CC=C1)C=CC1=CC=CC=C1
76-49-3	CAS-RN	DTXSID7041675	Bornyl acetate	DTXCID5021675	76-49-3	[H]C12CCC(C)(C(C1)OC(C)=O)C2(C)C
115-39-9	CAS-RN	DTXSID6041682	Bromophenol blue	DTXCID4021682	115-39-9	OC1=C(Br)C=C(C=C1Br)C1(OS(=O)(=O)C2=C1C=CC=C2)C1=CC(Br)=C(O)C(Br)=C1
35256-85-0	CAS-RN	DTXSID5041691	Butam	DTXCID3021691	35256-85-0	CC(C)N(CC1=CC=CC=C1)C(=O)C(C)(C)C
25638-17-9	CAS-RN	DTXSID2041703	Butylnaphthalenesulfonic acid sodium salt	-	25638-17-9	-
1320-07-6	CAS-RN	DTXSID7041708	C.I. Acid Orange 24, monosodium salt	DTXCID5021708	1320-07-6	CC1=CC=C(N=NC2=C(O)C=CC(N=NC3=CC=C(C=C3)S(O)(=O)=O)=C2O)C(C)=C1
5850-86-2	CAS-RN	DTXSID2041709	C.I. Acid Orange 8, monosodium salt	DTXCID0021709	5850-86-2	CC1=CC(=CC=C1N=NC1=C(O)C=CC2=CC=CC=C12)S(O)(=O)=O
6625-46-3	CAS-RN	DTXSID6041715	C.I. Acid Violet 12, disodium salt	DTXCID4021715	6625-46-3	COC1=CC=CC=C1N=NC1=C(O)C2=C(NC(C)=O)C=C(C=C2C=C1S(O)(=O)=O)S(O)(=O)=O
6359-98-4	CAS-RN	DTXSID6041719	C.I. Acid Yellow 17, disodium salt	DTXCID301079136	6359-98-4	CC1=NN(C(=O)C1N=NC1=CC=C(C=C1)S(O)(=O)=O)C1=CC(Cl)=C(C=C1Cl)S(O)(=O)=O
8004-92-0	CAS-RN	DTXSID0041721	C.I. Acid Yellow 3 disodium salt	-	8004-92-0	-
11/9/2610	Not CAS Number Format	-	-	-	-	-
2870-32-8	CAS-RN	DTXSID5041728	C.I. Direct Yellow 12	DTXCID3021728	2870-32-8	CCOC1=CC=C(C=C1)N=NC1=CC=C(C=CC2=CC=C(C=C2S(O)(=O)=O)N=NC2=CC=C(OCC)C=C2)C(=C1)S(O)(=O)=O
106-23-0	CAS-RN	DTXSID3041790	Citronellal	DTXCID1021790	106-23-0	CC(CCC=C(C)C)CC=O
99607-70-2	CAS-RN	DTXSID3041794	Cloquintocet-mexyl	DTXCID1021794	99607-70-2	CCCCCC(C)OC(=O)COC1=CC=C(Cl)C2=CC=CN=C12
116-02-9	CAS-RN	DTXSID9041815	3,3,5-Trimethylcyclohexanol	DTXCID7021815	116-02-9	CC1CC(O)CC(C)(C)C1
14765-30-1	CAS-RN	DTXSID4041818	2-sec-Butylcyclohexan-1-one	DTXCID2021818	14765-30-1	CCC(C)C1CCCCC1=O
109-43-3	CAS-RN	DTXSID1041847	Dibutyl decanedioate	DTXCID9021847	109-43-3	CCCCOC(=O)CCCCCCCCC(=O)OCCCC
762-04-9	CAS-RN	DTXSID9041861	Diethyl phosphite	DTXCID7021861	762-04-9	CCOP(O)OCC
151-05-3	CAS-RN	DTXSID3041877	Dimethylbenzylcarbinyl acetate	DTXCID1021877	151-05-3	CC(=O)OC(C)(C)CC1=CC=CC=C1
4712-55-4	CAS-RN	DTXSID7041889	Diphenyl phosphite	DTXCID5021889	4712-55-4	O=P(OC1=CC=CC=C1)OC1=CC=CC=C1
101-81-5	CAS-RN	DTXSID1041891	Diphenylmethane	DTXCID9021891	101-81-5	C(C1=CC=CC=C1)C1=CC=CC=C1
10025-74-8	CAS-RN	DTXSID8041909	Dysprosium(III) chloride	DTXCID6021909	10025-74-8	-
1559-35-9	CAS-RN	DTXSID1041920	2-(2-Ethylhexyloxy)ethanol	DTXCID9021920	1559-35-9	CCCCC(CC)COCCO
106-68-3	CAS-RN	DTXSID3041954	3-Octanone	DTXCID1021954	106-68-3	CCCCCC(=O)CC
139-87-7	CAS-RN	DTXSID8041955	Ethyl diethanolamine	DTXCID6021955	139-87-7	CCN(CCO)CCO
122-51-0	CAS-RN	DTXSID8041957	Ethyl orthoformate	DTXCID6021957	122-51-0	CCOC(OCC)OCC
78-07-9	CAS-RN	DTXSID7041962	Ethyltriethoxysilane	DTXCID5021962	78-07-9	CCO[Si](CC)(OCC)OCC
1632-73-1	CAS-RN	DTXSID1041970	Fenchol	DTXCID9021970	1632-73-1	CC1(C)C2CCC(C)(C2)C1O
101463-69-8	CAS-RN	DTXSID1041978	Flufenoxuron	DTXCID9021978	101463-69-8	FC1=CC=CC(F)=C1C(=O)NC(=O)NC1=C(F)C=C(OC2=C(Cl)C=C(C=C2)C(F)(F)F)C=C1
144-49-0	CAS-RN	DTXSID0041981	Fluoroacetic acid	DTXCID8021981	144-49-0	OC(=O)CF
1323-38-2	CAS-RN	DTXSID3042007	Glyceryl monoricinoleate	-	1323-38-2	-
97-78-9	CAS-RN	DTXSID7042011	N-Dodecanoyl-N-methylglycine	DTXCID5022011	97-78-9	CCCCCCCCCCCC(=O)N(C)CC(O)=O
5870-93-9	CAS-RN	DTXSID0042038	Heptyl butyrate	DTXCID8022038	5870-93-9	CCCCCCCOC(=O)CCC
95-13-6	CAS-RN	DTXSID8042052	Indene	DTXCID6022052	95-13-6	C1C=CC2=C1C=CC=C2
106-27-4	CAS-RN	DTXSID3042059	Isopentyl butyrate	DTXCID1022059	106-27-4	CCCC(=O)OCCC(C)C
124-76-5	CAS-RN	DTXSID2042060	Isoborneol	DTXCID0022060	124-76-5	CC1(C)C2CCC1(C)C(O)C2
125-12-2	CAS-RN	DTXSID7042061	Isobornyl acetate	DTXCID501011801	125-12-2	[H]C12CCC(C)(C(C1)OC(C)=O)C2(C)C
2756-56-1	CAS-RN	DTXSID2042062	Isobornyl propanoate	DTXCID0022062	2756-56-1	[H]C12CCC(C)(C(C1)OC(=O)CC)C2(C)C
499-75-2	CAS-RN	DTXSID6042074	Isopropyl-o-cresol	DTXCID4022074	499-75-2	CC(C)C1=CC=C(C)C(O)=C1
59227-89-3	CAS-RN	DTXSID0042086	Laurocapram	DTXCID8022086	59227-89-3	CCCCCCCCCCCCN1CCCCCC1=O
23089-26-1	CAS-RN	DTXSID4042094	Levomenol	DTXCID2022094	23089-26-1	CC(C)=CCCC(C)(O)C1CCC(C)=CC1
6706-59-8	CAS-RN	DTXSID4042096	L-Glucitol	-	6706-59-8	-
110235-47-7	CAS-RN	DTXSID4042121	Mepanipyrim	DTXCID2022121	110235-47-7	CC#CC1=CC(C)=NC(NC2=CC=CC=C2)=N1
587-85-9	CAS-RN	DTXSID3042130	Diphenylmercury(II)	DTXCID1022130	587-85-9	-
493-52-7	CAS-RN	DTXSID1042154	Methyl red	DTXCID9022154	493-52-7	CN(C)C1=CC=C(C=C1)N=NC1=CC=CC=C1C(O)=O
877-24-7	CAS-RN	DTXSID0042167	Monopotassium phthalate	DTXCID8022167	877-24-7	OC(=O)C1=CC=CC=C1C(O)=O
5116-94-9	CAS-RN	DTXSID0042169	Monotridecyl phosphate	DTXCID8022169	5116-94-9	CCCCCCCCCCCCCOP(O)(O)=O
1541-81-7	CAS-RN	DTXSID4042171	4-Dodecylmorpholine	DTXCID2022171	1541-81-7	CCCCCCCCCCCCN1CCOCC1
109-46-6	CAS-RN	DTXSID8042187	N,N'-Dibutylthiourea	DTXCID6022187	109-46-6	CCCCNC(=S)NCCCC
4107-98-6	CAS-RN	DTXSID8042189	N,N-Diisopropylaniline	DTXCID6022189	4107-98-6	CC(C)N(C(C)C)C1=CC=CC=C1
2605-79-0	CAS-RN	DTXSID7042190	N,N-Dimethyldecylamine oxide	DTXCID5022190	2605-79-0	CCCCCCCCCC[N+](C)(C)[O-]
534-13-4	CAS-RN	DTXSID2042191	N,N'-Dimethylthiourea	DTXCID0022191	534-13-4	CNC(=S)NC
138-22-7	CAS-RN	DTXSID7042196	Butyl lactate	DTXCID5022196	138-22-7	CCCCOC(=O)C(C)O
1907-65-9	CAS-RN	DTXSID7042198	N-Butyl-p-toluenesulfonamide	DTXCID5022198	1907-65-9	CCCCNS(=O)(=O)C1=CC=C(C)C=C1
2687-96-9	CAS-RN	DTXSID4042206	1-Dodecyl-2-pyrrolidinone	DTXCID2022206	2687-96-9	CCCCCCCCCCCCN1CCCC1=O
4455-26-9	CAS-RN	DTXSID9042209	N-Methyldioctylamine	DTXCID7022209	4455-26-9	CCCCCCCCN(C)CCCCCCCC
103-65-1	CAS-RN	DTXSID3042219	Propylbenzene	DTXCID1022219	103-65-1	CCCC1=CC=CC=C1
107-75-5	CAS-RN	DTXSID6042232	Hydroxycitronellal	DTXCID4022232	107-75-5	CC(CCCC(C)(C)O)CC=O
29836-26-8	CAS-RN	DTXSID6042234	Octyl beta-D-glucopyranoside	DTXCID4022234	29836-26-8	CCCCCCCCOC1OC(CO)C(O)C(O)C1O
110-25-8	CAS-RN	DTXSID5042243	Oleyl sarcosine	DTXCID3022243	110-25-8	CCCCCCCCC=CCCCCCCCC(=O)N(C)CC(O)=O
5/6/2934	Not CAS Number Format	-	-	-	-	-
94-71-3	CAS-RN	DTXSID2042276	o-Ethoxyphenol	DTXCID0022276	94-71-3	CCOC1=C(O)C=CC=C1
99-89-8	CAS-RN	DTXSID5042299	4-Isopropylphenol	DTXCID3022299	99-89-8	CC(C)C1=CC=C(O)C=C1
104-45-0	CAS-RN	DTXSID0042325	4-Propylanisole	DTXCID8022325	104-45-0	CCCC1=CC=C(OC)C=C1
34451-19-9	CAS-RN	DTXSID4042335	Butyl (2S)-2-hydroxypropanoate	DTXCID2022335	34451-19-9	CCCCOC(=O)C(C)O
2110-18-1	CAS-RN	DTXSID7042356	2-(3-Phenylpropyl)pyridine	DTXCID5022356	2110-18-1	C(CC1=CC=CC=C1)CC1=CC=CC=N1
81-88-9	CAS-RN	DTXSID6042369	Rhodamine B	DTXCID4022369	81-88-9	CCN(CC)C1=CC2=[O+]C3=C(C=CC(=C3)N(CC)CC)C(=C2C=C1)C1=C(C=CC=C1)C(O)=O
1112-39-6	CAS-RN	DTXSID0042379	Dimethoxydimethylsilane	DTXCID8022379	1112-39-6	CO[Si](C)(C)OC
682-01-9	CAS-RN	DTXSID9042382	Tetrapropyl orthosilicate	DTXCID7022382	682-01-9	CCCO[Si](OCCC)(OCCC)OCCC
3811-73-2	CAS-RN	DTXSID3042390	Sodium (2-pyridylthio)-N-oxide	DTXCID1022390	3811-73-2	O[N+]1=C(S)C=CC=C1
130-14-3	CAS-RN	DTXSID3042394	Sodium 1-naphthalenesulfonate	DTXCID1022394	130-14-3	OS(=O)(=O)C1=CC=CC2=C1C=CC=C2
14351-66-7	CAS-RN	DTXSID8042399	Sodium abietate	DTXCID6022399	14351-66-7	CC(C)C1=CC2=CCC3C(C)(CCCC3(C)C(O)=O)C2CC1
1120-01-0	CAS-RN	DTXSID0042400	Sodium hexyldecyl sulfate	DTXCID8022400	1120-01-0	CCCCCCCCCCCCCCCCOS(O)(=O)=O
512-42-5	CAS-RN	DTXSID0042406	Sodium methyl sulfate	DTXCID8022406	512-42-5	COS(O)(=O)=O
657-84-1	CAS-RN	DTXSID9042415	Sodium 4-methylbenzenesulfonate	DTXCID407736	657-84-1	CC1=CC=C(C=C1)S(O)(=O)=O
1191-50-0	CAS-RN	DTXSID4042416	Sodium myristyl sulfate	DTXCID208726	1191-50-0	CCCCCCCCCCCCCCOS(O)(=O)=O
3026-63-9	CAS-RN	DTXSID4042418	Sodium tridecyl sulfate	DTXCID809776	3026-63-9	CCCCCCCCCCCCCOS(O)(=O)=O
93-56-1	CAS-RN	DTXSID8042422	Styrene glycol	DTXCID6022422	93-56-1	OCC(O)C1=CC=CC=C1
126-14-7	CAS-RN	DTXSID3042423	Sucrose octaacetate	DTXCID1022423	126-14-7	CC(=O)OCC1OC(COC(C)=O)(OC2OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C2OC(C)=O)C(OC(C)=O)C1OC(C)=O
59-40-5	CAS-RN	DTXSID8042424	Sulfaquinoxaline	DTXCID6022424	59-40-5	NC1=CC=C(C=C1)S(=O)(=O)NC1=CN=C2C=CC=CC2=N1
5138-18-1	CAS-RN	DTXSID8042426	Sulfosuccinic acid	DTXCID6022426	5138-18-1	OC(=O)CC(C(O)=O)S(O)(=O)=O
